level,name,shortcode,description,uri,broaderconcept,narrowerconcept,page_content
3,social and behavioural sciences not further defined,310,,http://data.europa.eu/esco/isced-f/0310,['http://data.europa.eu/esco/isced-f/031'],[],social and behavioural sciences not further defined. 
3,business and administration not further defined,410,,http://data.europa.eu/esco/isced-f/0410,['http://data.europa.eu/esco/isced-f/041'],[],business and administration not further defined. 
3,"natural sciences, mathematics and statistics not elsewhere classified",599,,http://data.europa.eu/esco/isced-f/0599,['http://data.europa.eu/esco/isced-f/059'],[],"natural sciences, mathematics and statistics not elsewhere classified. "
3,physical sciences not elsewhere classified,539,,http://data.europa.eu/esco/isced-f/0539,['http://data.europa.eu/esco/isced-f/053'],[],physical sciences not elsewhere classified. 
3,physical sciences not further defined,530,,http://data.europa.eu/esco/isced-f/0530,['http://data.europa.eu/esco/isced-f/053'],[],physical sciences not further defined. 
3,arts and humanities not further defined,200,,http://data.europa.eu/esco/isced-f/0200,['http://data.europa.eu/esco/isced-f/020'],[],arts and humanities not further defined. 
3,domestic services,1011,"Domestic services are the study of various domestic services, such as housekeeping, cleaning, laundering, sewing etc.
Programmes and qualifications with the following main content are classified here:
Caretaking, housekeeping and home service workers
Chimney sweeping
Cleaning
Cooking (home)
Domestic science
Dry-cleaning
Funeral services and mortuary science
Home economics
Laundry
Needlework (home)
Sewing (home)
Window cleaning

=== Inclusions
Cleaning is included here even if directed towards cleaning schools, hospitals, factories etc.

=== Exclusions
Study of building maintenance is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'.",http://data.europa.eu/esco/isced-f/1011,['http://data.europa.eu/esco/isced-f/101'],[],"domestic services. Domestic services are the study of various domestic services, such as housekeeping, cleaning, laundering, sewing etc.
Programmes and qualifications with the following main content are classified here:
Caretaking, housekeeping and home service workers
Chimney sweeping
Cleaning
Cooking (home)
Domestic science
Dry-cleaning
Funeral services and mortuary science
Home economics
Laundry
Needlework (home)
Sewing (home)
Window cleaning

=== Inclusions
Cleaning is included here even if directed towards cleaning schools, hospitals, factories etc.

=== Exclusions
Study of building maintenance is excluded from this detailed field and included in detailed field 0732 'Building and civil engineering'."
3,biological and related sciences not further defined,510,,http://data.europa.eu/esco/isced-f/0510,['http://data.europa.eu/esco/isced-f/051'],[],biological and related sciences not further defined. 
3,biochemistry,512,"Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here.",http://data.europa.eu/esco/isced-f/0512,['http://data.europa.eu/esco/isced-f/051'],[],"biochemistry. Biochemistry, sometimes called Biological chemistry, is the study of the chemistry of living organisms, including but not limited to, living matter.
Programmes and qualifications with the following main content are classified here:
Biological chemistry
Cell technology
Forensic sciences
Genetic code (DNA, RNA) studies
Genetic engineering
Pharmacology
Tissue culture technology
Toxicology
Virology

=== Inclusions
Biotechnology is included here."
3,electronics and automation,714,"Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'.",http://data.europa.eu/esco/isced-f/0714,['http://data.europa.eu/esco/isced-f/071'],[],"electronics and automation. Electronics and automation is the study of planning, designing, developing maintaining and monitoring electronic equipment, machinery and systems. It includes designing computers and equipment for communication.
Programmes and qualifications with the following main content are classified here:
Broadcasting electronics
Communication systems
Communications equipment installation
Communications equipment maintenance
Computer engineering
Computer repairing
Control engineering
Data processing technology
Digital technology
Electronic engineering
Electronic equipment servicing
Network technology
Robotics
Telecommunications technology
Television and radio repairing

=== Exclusions
Computer science (Software and applications development) is excluded from this detailed field and included under 0613 'Software and applications development and analysis'."
1,education,1,,http://data.europa.eu/esco/isced-f/01,['http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22'],"['http://data.europa.eu/esco/isced-f/011', 'http://data.europa.eu/esco/isced-f/018']",education. 
3,inter-disciplinary programmes and qualifications involving arts and humanities,288,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to arts and humanities are classified here.,http://data.europa.eu/esco/isced-f/0288,['http://data.europa.eu/esco/isced-f/028'],[],inter-disciplinary programmes and qualifications involving arts and humanities. Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to arts and humanities are classified here.
2,inter-disciplinary programmes and qualifications involving services,108,,http://data.europa.eu/esco/isced-f/108,['http://data.europa.eu/esco/isced-f/10'],['http://data.europa.eu/esco/isced-f/1088'],inter-disciplinary programmes and qualifications involving services. 
2,transport services,104,,http://data.europa.eu/esco/isced-f/104,['http://data.europa.eu/esco/isced-f/10'],['http://data.europa.eu/esco/isced-f/1041'],transport services. 
3,arts not further defined,210,,http://data.europa.eu/esco/isced-f/0210,['http://data.europa.eu/esco/isced-f/021'],[],arts not further defined. 
3,mining and extraction,724,"Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'.",http://data.europa.eu/esco/isced-f/0724,['http://data.europa.eu/esco/isced-f/072'],[],"mining and extraction. Mining and extraction is the study of assessing, planning, developing, and directing the extraction of minerals, oil and gas from the earth.
Programmes and qualifications with the following main content are classified here:
Coal mining
Mineral technology
Mining of minerals
Oil and gas drilling
Oil and gas extraction
Raw material extraction

=== Exclusions
Study of metallurgical engineering is excluded from this detailed field and included in 0715 'Mechanics and metal trades'
Study of geology is excluded from this detailed field and included in detailed field 0532 'Earth sciences'."
2,forestry,82,,http://data.europa.eu/esco/isced-f/082,['http://data.europa.eu/esco/isced-f/08'],['http://data.europa.eu/esco/isced-f/0821'],forestry. 
2,veterinary,84,,http://data.europa.eu/esco/isced-f/084,['http://data.europa.eu/esco/isced-f/08'],['http://data.europa.eu/esco/isced-f/0841'],veterinary. 
3,"business, administration and law not further defined",400,,http://data.europa.eu/esco/isced-f/0400,['http://data.europa.eu/esco/isced-f/040'],[],"business, administration and law not further defined. "
3,"inter-disciplinary programmes and qualifications involving business, administration and law",488,"Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to business, administration and law are classified here.

=== Inclusions
Study of business and administration where emphasis is not given towards any of the detailed fields under 041 is included in this field.

=== Exclusions
Business programmes where emphasis is given to any of the detailed fields under 041 'Business and administration' (management, administration, marketing etc.) should be classified according to the specialisation.",http://data.europa.eu/esco/isced-f/0488,['http://data.europa.eu/esco/isced-f/048'],[],"inter-disciplinary programmes and qualifications involving business, administration and law. Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to business, administration and law are classified here.

=== Inclusions
Study of business and administration where emphasis is not given towards any of the detailed fields under 041 is included in this field.

=== Exclusions
Business programmes where emphasis is given to any of the detailed fields under 041 'Business and administration' (management, administration, marketing etc.) should be classified according to the specialisation."
1,generic programmes and qualifications,0,"Generic programmes and qualifications are those providing fundamental and personal skills education which cover a broad range of subjects and do not emphasise or specialise in a particular broad or narrow field.
This broad field should not be used as a residual category. Programmes and qualifications with a specific subject emphasis should be classified in broad fields 01 to 10. In particular, education at the tertiary level should only by way of exception be classified here.",http://data.europa.eu/esco/isced-f/00,['http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22'],"['http://data.europa.eu/esco/isced-f/001', 'http://data.europa.eu/esco/isced-f/002', 'http://data.europa.eu/esco/isced-f/009', 'http://data.europa.eu/esco/isced-f/003', 'http://data.europa.eu/esco/isced-f/000']","generic programmes and qualifications. Generic programmes and qualifications are those providing fundamental and personal skills education which cover a broad range of subjects and do not emphasise or specialise in a particular broad or narrow field.
This broad field should not be used as a residual category. Programmes and qualifications with a specific subject emphasis should be classified in broad fields 01 to 10. In particular, education at the tertiary level should only by way of exception be classified here."
3,education not further defined,110,,http://data.europa.eu/esco/isced-f/0110,['http://data.europa.eu/esco/isced-f/011'],[],education not further defined. 
3,languages not elsewhere classified,239,,http://data.europa.eu/esco/isced-f/0239,['http://data.europa.eu/esco/isced-f/023'],[],languages not elsewhere classified. 
2,"business, administration and law not elsewhere classified",49,,http://data.europa.eu/esco/isced-f/049,['http://data.europa.eu/esco/isced-f/04'],['http://data.europa.eu/esco/isced-f/0499'],"business, administration and law not elsewhere classified. "
3,generic programmes and qualifications not elsewhere classified,99,,http://data.europa.eu/esco/isced-f/0099,['http://data.europa.eu/esco/isced-f/009'],[],generic programmes and qualifications not elsewhere classified. 
2,biological and related sciences,51,,http://data.europa.eu/esco/isced-f/051,['http://data.europa.eu/esco/isced-f/05'],"['http://data.europa.eu/esco/isced-f/0511', 'http://data.europa.eu/esco/isced-f/0512', 'http://data.europa.eu/esco/isced-f/0510', 'http://data.europa.eu/esco/isced-f/0519']",biological and related sciences. 
2,mathematics and statistics,54,,http://data.europa.eu/esco/isced-f/054,['http://data.europa.eu/esco/isced-f/05'],"['http://data.europa.eu/esco/isced-f/0542', 'http://data.europa.eu/esco/isced-f/0541', 'http://data.europa.eu/esco/isced-f/0540']",mathematics and statistics. 
2,literacy and numeracy,2,,http://data.europa.eu/esco/isced-f/002,['http://data.europa.eu/esco/isced-f/00'],['http://data.europa.eu/esco/isced-f/0021'],literacy and numeracy. 
2,"engineering, manufacturing and construction not elsewhere classified",79,,http://data.europa.eu/esco/isced-f/079,['http://data.europa.eu/esco/isced-f/07'],['http://data.europa.eu/esco/isced-f/0799'],"engineering, manufacturing and construction not elsewhere classified. "
3,biological and related sciences not elsewhere classified,519,,http://data.europa.eu/esco/isced-f/0519,['http://data.europa.eu/esco/isced-f/051'],[],biological and related sciences not elsewhere classified. 
3,electricity and energy,713,"Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'.",http://data.europa.eu/esco/isced-f/0713,['http://data.europa.eu/esco/isced-f/071'],[],"electricity and energy. Electricity and energy is the study of installing, maintaining, repairing and diagnosing faults in electrical wiring and related equipment in domestic, commercial and industrial establishments. Installation and maintenance of overhead and underground electrical power distribution networks is included. Energy is the study of energy generation.
Programmes and qualifications with the following main content are classified here:
Air-conditioning trades
Climate engineering
Electrical appliances repairing
Electrical engineering
Electrical fitting
Electrical power generation
Electrical trades
Energy studies
Gas distribution
Heating trades
Nuclear, hydraulic and thermal energy
Power line installation and maintenance
Power production
Refrigeration
Solar power
Wind turbines

=== Inclusions
The study of installing, diagnosing faults in and repairing heating, air-conditioning and refrigeration equipment is included here.

=== Exclusions
Study of vehicle electrical systems is excluded from this detailed field and included in detailed field 0716 'Motor vehicles, ships and aircraft'."
2,"inter-disciplinary programmes and qualifications involving social sciences, journalism and information",38,,http://data.europa.eu/esco/isced-f/038,['http://data.europa.eu/esco/isced-f/03'],['http://data.europa.eu/esco/isced-f/0388'],"inter-disciplinary programmes and qualifications involving social sciences, journalism and information. "
3,basic programmes and qualifications,11,"Basic programmes and qualifications are designed to provide participants with fundamental skills in reading, writing and arithmetic along with an elementary understanding of other subjects such as history, geography, natural science, social science, art and music, and in some cases religious instruction. These programmes and qualifications are normally offered at primary and lower secondary levels. Broad, non-specialised programmes at upper secondary level are also classified here even if there is some concentration on, for example, humanities, social science, natural science etc. Vocational programmes and qualifications are included here only by way of exception.
Programmes and qualifications with the following main subject content are classified here:
Basic programmes and qualifications
Broad, generic (non-specialised) programmes and qualifications
General programmes and qualifications with no specific subject emphasis
Programmes and qualifications at primary level

=== Inclusions
Basic programmes and qualifications at upper secondary level (in some countries at lower secondary level) with some emphasis on e.g. humanities, social sciences or natural sciences but still covering other fields of knowledge are included in this detailed field. In some countries such programmes or qualifications are offered on a modular basis and should also be classified here.

=== Exclusions
Programmes that are considered as general in the programme orientation sense (non-vocational) but have a clear emphasis on a detailed, narrow or broad field are excluded from this detailed field and included in one of the broad fields 01-10, depending on the subject covered.",http://data.europa.eu/esco/isced-f/0011,['http://data.europa.eu/esco/isced-f/001'],[],"basic programmes and qualifications. Basic programmes and qualifications are designed to provide participants with fundamental skills in reading, writing and arithmetic along with an elementary understanding of other subjects such as history, geography, natural science, social science, art and music, and in some cases religious instruction. These programmes and qualifications are normally offered at primary and lower secondary levels. Broad, non-specialised programmes at upper secondary level are also classified here even if there is some concentration on, for example, humanities, social science, natural science etc. Vocational programmes and qualifications are included here only by way of exception.
Programmes and qualifications with the following main subject content are classified here:
Basic programmes and qualifications
Broad, generic (non-specialised) programmes and qualifications
General programmes and qualifications with no specific subject emphasis
Programmes and qualifications at primary level

=== Inclusions
Basic programmes and qualifications at upper secondary level (in some countries at lower secondary level) with some emphasis on e.g. humanities, social sciences or natural sciences but still covering other fields of knowledge are included in this detailed field. In some countries such programmes or qualifications are offered on a modular basis and should also be classified here.

=== Exclusions
Programmes that are considered as general in the programme orientation sense (non-vocational) but have a clear emphasis on a detailed, narrow or broad field are excluded from this detailed field and included in one of the broad fields 01-10, depending on the subject covered."
3,"agriculture, forestry, fisheries and veterinary not elsewhere classified",899,,http://data.europa.eu/esco/isced-f/0899,['http://data.europa.eu/esco/isced-f/089'],[],"agriculture, forestry, fisheries and veterinary not elsewhere classified. "
3,humanities (except languages) not further defined,220,,http://data.europa.eu/esco/isced-f/0220,['http://data.europa.eu/esco/isced-f/022'],[],humanities (except languages) not further defined. 
2,"social sciences, journalism and information not elsewhere classified",39,,http://data.europa.eu/esco/isced-f/039,['http://data.europa.eu/esco/isced-f/03'],['http://data.europa.eu/esco/isced-f/0399'],"social sciences, journalism and information not elsewhere classified. "
3,social and behavioural sciences not elsewhere classified,319,,http://data.europa.eu/esco/isced-f/0319,['http://data.europa.eu/esco/isced-f/031'],[],social and behavioural sciences not elsewhere classified. 
2,hygiene and occupational health services,102,,http://data.europa.eu/esco/isced-f/102,['http://data.europa.eu/esco/isced-f/10'],"['http://data.europa.eu/esco/isced-f/1022', 'http://data.europa.eu/esco/isced-f/1021', 'http://data.europa.eu/esco/isced-f/1029', 'http://data.europa.eu/esco/isced-f/1020']",hygiene and occupational health services. 
3,inter-disciplinary programmes and qualifications involving services,1088,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to services are classified here.,http://data.europa.eu/esco/isced-f/1088,['http://data.europa.eu/esco/isced-f/108'],[],inter-disciplinary programmes and qualifications involving services. Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to services are classified here.
2,welfare,92,,http://data.europa.eu/esco/isced-f/092,['http://data.europa.eu/esco/isced-f/09'],"['http://data.europa.eu/esco/isced-f/0923', 'http://data.europa.eu/esco/isced-f/0921', 'http://data.europa.eu/esco/isced-f/0922', 'http://data.europa.eu/esco/isced-f/0920', 'http://data.europa.eu/esco/isced-f/0929']",welfare. 
3,medicine,912,"Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors",http://data.europa.eu/esco/isced-f/0912,['http://data.europa.eu/esco/isced-f/091'],[],"medicine. Medicine is the study of the principles and procedures used in preventing, diagnosing, caring for and treating illness, disease and injury in humans and the maintenance of general health. Principally, this detailed field consists of training of physicians/doctors.
Programmes and qualifications with the following main content are classified here:
Anaesthetics
Forensic medicine
Forensic pathology
General medicine
Gerontology
Gynaecology
Medical science
Medical training
Medicine
Paediatrics
Psychiatry
Surgery
Training of physicians/doctors"
3,education not elsewhere classified,119,,http://data.europa.eu/esco/isced-f/0119,['http://data.europa.eu/esco/isced-f/011'],[],education not elsewhere classified. 
2,arts,21,,http://data.europa.eu/esco/isced-f/021,['http://data.europa.eu/esco/isced-f/02'],"['http://data.europa.eu/esco/isced-f/0214', 'http://data.europa.eu/esco/isced-f/0211', 'http://data.europa.eu/esco/isced-f/0215', 'http://data.europa.eu/esco/isced-f/0212', 'http://data.europa.eu/esco/isced-f/0213', 'http://data.europa.eu/esco/isced-f/0219', 'http://data.europa.eu/esco/isced-f/0210']",arts. 
3,inter-disciplinary programmes and qualifications involving education,188,Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to education are classified here.,http://data.europa.eu/esco/isced-f/0188,['http://data.europa.eu/esco/isced-f/018'],[],inter-disciplinary programmes and qualifications involving education. Inter-disciplinary programmes and qualifications to which the greatest intended learning time is devoted to education are classified here.
3,software and applications development and analysis,613,"Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'.",http://data.europa.eu/esco/isced-f/0613,['http://data.europa.eu/esco/isced-f/061'],[],"software and applications development and analysis. Software and applications development and analysis is the study of the design and development of computer systems and computing environments.
Programmes and qualifications with the following main content are classified here:
Computer programming
Computer science
Computer systems analysis
Computer systems design
Informatics
Operating systems
Programming languages development
Software development
Software programming

=== Exclusions
Computer engineering (hardware) is excluded from this detailed field and included in detailed field 0714 'Electronics and automation'.
Programmes and qualifications in using computer applications are excluded from this detailed field and included in detailed field 0611 'Computer use'. Database and network design and administration is excluded from this detailed field and included in detailed field 0612 'Database and network design and administration'."
3,dental studies,911,"Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here.",http://data.europa.eu/esco/isced-f/0911,['http://data.europa.eu/esco/isced-f/091'],[],"dental studies. Dental studies are the study of diagnosing, treating and preventing diseases and abnormalities of the teeth and gums. It includes the study of designing, making and repairing dental prostheses and orthodontic appliances. It also includes the study of providing assistance to dentists.
Programmes and qualifications with the following main content are classified here:
Dental assisting
Dental hygiene
Dental laboratory technology
Dental nursing
Dental science
Dental surgery
Dental technology
Odontology
Oral surgery
Orthodontics

=== Inclusions
Study of public dental health is included here."
3,hygiene and occupational health services not further defined,1020,,http://data.europa.eu/esco/isced-f/1020,['http://data.europa.eu/esco/isced-f/102'],[],hygiene and occupational health services not further defined. 
2,services not further defined,100,,http://data.europa.eu/esco/isced-f/100,['http://data.europa.eu/esco/isced-f/10'],['http://data.europa.eu/esco/isced-f/1000'],services not further defined. 
3,forestry,821,"Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'.",http://data.europa.eu/esco/isced-f/0821,['http://data.europa.eu/esco/isced-f/082'],[],"forestry. Forestry is the study of establishing, cultivating, harvesting and managing forests. It includes the study of hunting and trapping.
Programmes and qualifications with the following main content are classified here:
Charcoal burning
Forest keeping
Forest product techniques
Forestry
Hunting and trapping
Logging
Tree felling

=== Exclusions
Study of National park management is excluded from this detailed field and included in detailed field 0522 'Natural environments and wildlife'.
Timber technology (sawmill production etc) is excluded from this detailed field and included in detailed field 0722 'Materials (glass, paper, plastic and wood)'."
3,sociology and cultural studies,314,"Sociology and cultural studies is the study of human beings and the way they behave in groups and in relation to society. The study of ethnology and social anthropology are included here, likewise the study of human and social geography.
Programmes and qualifications with the following main content are classified here:
Criminology
Cultural geography
Cultural studies
Demography/population studies
Ethnology
Gender studies
Social anthropology
Sociology

=== Exclusions
Social welfare where emphasis is given to practical social work is excluded from this detailed field and included in detailed field 0923 'Social work and counselling'.
Physical geography is excluded from this detailed field and included in detailed field 0532 'Earth science'.",http://data.europa.eu/esco/isced-f/0314,['http://data.europa.eu/esco/isced-f/031'],[],"sociology and cultural studies. Sociology and cultural studies is the study of human beings and the way they behave in groups and in relation to society. The study of ethnology and social anthropology are included here, likewise the study of human and social geography.
Programmes and qualifications with the following main content are classified here:
Criminology
Cultural geography
Cultural studies
Demography/population studies
Ethnology
Gender studies
Social anthropology
Sociology

=== Exclusions
Social welfare where emphasis is given to practical social work is excluded from this detailed field and included in detailed field 0923 'Social work and counselling'.
Physical geography is excluded from this detailed field and included in detailed field 0532 'Earth science'."
3,engineering and engineering trades not further defined,710,,http://data.europa.eu/esco/isced-f/0710,['http://data.europa.eu/esco/isced-f/071'],[],engineering and engineering trades not further defined. 
3,information and communication technologies not elsewhere classified,619,"Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence",http://data.europa.eu/esco/isced-f/0619,['http://data.europa.eu/esco/isced-f/061'],[],"information and communication technologies not elsewhere classified. Information technology studies not fitting in the detailed fields are classified here:
Artificial intelligence"
2,"agriculture, forestry, fisheries and veterinary not further defined",80,,http://data.europa.eu/esco/isced-f/080,['http://data.europa.eu/esco/isced-f/08'],['http://data.europa.eu/esco/isced-f/0800'],"agriculture, forestry, fisheries and veterinary not further defined. "
3,"engineering, manufacturing and construction not further defined",700,,http://data.europa.eu/esco/isced-f/0700,['http://data.europa.eu/esco/isced-f/070'],[],"engineering, manufacturing and construction not further defined. "
3,nursing and midwifery,913,"Nursing is the study of providing health care for the sick, disabled or infirm and assisting physicians and other medical and health professionals diagnose and treat patients. The focus of qualifications in nursing is maintaining and caring for the health of patients during illness and rehabilitation. It includes health care of old people and health care of the disabled. Midwifery is the study of providing care to childbearing women during pregnancy, labour and birth and during the postpartum period. It also includes caring for the new born and assisting the mother with breast feeding.
Programmes and qualifications with the following main content are classified here:
Assistant nursing
Basic nursing
General nursing
Health care of old people
Heath care of the disabled
Health care programmes
Infant hygiene (nursing)
Midwifery
Nursing aide/Orderly
Psychiatric nursing
Specialised nursing

=== Inclusions
Care programmes comprising both health care and social care e.g. for old people, are included here.

=== Exclusions
Veterinary nursing is excluded from this detailed field and is included in detailed field 0841 'Veterinary'.
Dental nursing is excluded from this detailed field and is included in detailed field 0911 'Dental studies'.
Non-medical care of children (not health care) is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
Non-medical care of the elderly (not health care) is excluded from this detailed field and included in detailed field 0921 'Care of the elderly and disabled adults'.",http://data.europa.eu/esco/isced-f/0913,['http://data.europa.eu/esco/isced-f/091'],[],"nursing and midwifery. Nursing is the study of providing health care for the sick, disabled or infirm and assisting physicians and other medical and health professionals diagnose and treat patients. The focus of qualifications in nursing is maintaining and caring for the health of patients during illness and rehabilitation. It includes health care of old people and health care of the disabled. Midwifery is the study of providing care to childbearing women during pregnancy, labour and birth and during the postpartum period. It also includes caring for the new born and assisting the mother with breast feeding.
Programmes and qualifications with the following main content are classified here:
Assistant nursing
Basic nursing
General nursing
Health care of old people
Heath care of the disabled
Health care programmes
Infant hygiene (nursing)
Midwifery
Nursing aide/Orderly
Psychiatric nursing
Specialised nursing

=== Inclusions
Care programmes comprising both health care and social care e.g. for old people, are included here.

=== Exclusions
Veterinary nursing is excluded from this detailed field and is included in detailed field 0841 'Veterinary'.
Dental nursing is excluded from this detailed field and is included in detailed field 0911 'Dental studies'.
Non-medical care of children (not health care) is excluded from this detailed field and included in detailed field 0922 'Child care and youth services'.
Non-medical care of the elderly (not health care) is excluded from this detailed field and included in detailed field 0921 'Care of the elderly and disabled adults'."
3,hair and beauty services,1012,"Hair and beauty services are the study of caring for the hair and the body for beautification.
Programmes and qualifications with the following main content are classified here:
Barbering
Beauty therapy
Cosmetology (make up)
Fitness and weight control
Hairdressing
Manicure
Pedicure",http://data.europa.eu/esco/isced-f/1012,['http://data.europa.eu/esco/isced-f/101'],[],"hair and beauty services. Hair and beauty services are the study of caring for the hair and the body for beautification.
Programmes and qualifications with the following main content are classified here:
Barbering
Beauty therapy
Cosmetology (make up)
Fitness and weight control
Hairdressing
Manicure
Pedicure"
3,medical diagnostic and treatment technology,914,"Medical diagnostic and treatment technology is the study of a wide range of technologies used for diagnosing and treating diseases and handicaps.
Programmes and qualifications with the following main content are classified here:
Ambulance technology
Hearing aid technology
Medical laboratory technology
Optical technology
Prosthetic technology
Radiology technology
Radiotherapy
X-ray technology (medical)

=== Exclusions
Study of laboratory technology is excluded from this detailed field if emphasis is not given to medical laboratory technology. General laboratory technology is included in detailed field 0711 'Chemical engineering and processes'. Laboratory technology where emphasis is given to other specific applications (biology, chemistry, physics etc) is included in the appropriate detailed field (0511, 0531, 0533 etc.).
Study of dental technology is excluded from this detailed field and included in detailed field 0911 'Dental studies'.",http://data.europa.eu/esco/isced-f/0914,['http://data.europa.eu/esco/isced-f/091'],[],"medical diagnostic and treatment technology. Medical diagnostic and treatment technology is the study of a wide range of technologies used for diagnosing and treating diseases and handicaps.
Programmes and qualifications with the following main content are classified here:
Ambulance technology
Hearing aid technology
Medical laboratory technology
Optical technology
Prosthetic technology
Radiology technology
Radiotherapy
X-ray technology (medical)

=== Exclusions
Study of laboratory technology is excluded from this detailed field if emphasis is not given to medical laboratory technology. General laboratory technology is included in detailed field 0711 'Chemical engineering and processes'. Laboratory technology where emphasis is given to other specific applications (biology, chemistry, physics etc) is included in the appropriate detailed field (0511, 0531, 0533 etc.).
Study of dental technology is excluded from this detailed field and included in detailed field 0911 'Dental studies'."
1,services,10,,http://data.europa.eu/esco/isced-f/10,['http://data.europa.eu/esco/skill/c46fcb45-5c14-4ffa-abed-5a43f104bb22'],"['http://data.europa.eu/esco/isced-f/103', 'http://data.europa.eu/esco/isced-f/104', 'http://data.europa.eu/esco/isced-f/101', 'http://data.europa.eu/esco/isced-f/102', 'http://data.europa.eu/esco/isced-f/108', 'http://data.europa.eu/esco/isced-f/109', 'http://data.europa.eu/esco/isced-f/100']",services. 
2,"agriculture, forestry, fisheries and veterinary not elsewhere classified",89,,http://data.europa.eu/esco/isced-f/089,['http://data.europa.eu/esco/isced-f/08'],['http://data.europa.eu/esco/isced-f/0899'],"agriculture, forestry, fisheries and veterinary not elsewhere classified. "
